150;30;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Redes Avançadas;CC+ES;68;0001
42;1;T1;Sistemas Distribuídos;SI;102;0100
43;1;T1;Banco de Dados;SI+ES;68;0001
44;1;T2;Redes Avançadas;CC+ES;68;0001
45;1;T1;Computação em Nuvem;CC+ES;68;1000
46;1;T3;Redes Avançadas;CC+ES;68;0001
47;1;T1;Bioinformática;CC+ES;68;0010
48;1;T1;Redes de Computadores;CC+ES;68;0010
49;1;T1;Sistemas Operacionais;CC+EC;68;0100
50;1;T2;Redes de Computadores;CC+ES;68;0010
51;1;T2;Sistemas Operacionais;CC+EC;68;0100
52;1;T1;Desenvolvimento Web;CC+EC;68;1000
53;1;T2;Sistemas Distribuídos;SI;102;0100
54;1;T1;Introdução à Computação;CC;68;0001
55;1;T1;Algoritmos e Programação I;CC;102;0001
56;1;T1;Engenharia de Software;CC+ES;102;1000
57;1;T1;Teoria da Computação;CC+ES;68;0010
58;1;T1;Inteligência Artificial;CC+SI;68;0100
59;1;T3;Sistemas Distribuídos;SI;102;0100
60;1;T2;Engenharia de Software;CC+ES;102;1000
61;1;T2;Algoritmos e Programação I;CC;102;0001
62;1;T2;Computação em Nuvem;CC+ES;68;1000
63;1;T3;Algoritmos e Programação I;CC;102;0001
64;1;T1;Segurança de Sistemas;SI;102;0100
65;1;T2;Segurança de Sistemas;SI;102;0100
66;1;T3;Computação em Nuvem;CC+ES;68;1000
67;1;T1;Computação Gráfica;CC+EC;68;0100
68;1;T4;Algoritmos e Programação I;CC;102;0001
69;1;T2;Computação Gráfica;CC+EC;68;0100
70;1;T4;Computação em Nuvem;CC+ES;68;1000
71;1;T1;Compiladores;CC;68;0100
72;1;T2;Teoria da Computação;CC+ES;68;0010
73;1;T2;Desenvolvimento Web;CC+EC;68;1000
74;1;T2;Compiladores;CC;68;0100
75;1;T5;Computação em Nuvem;CC+ES;68;1000
76;1;T3;Compiladores;CC;68;0100
77;1;T4;Redes Avançadas;CC+ES;68;0001
78;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
79;1;T1;Empreendedorismo em TI;CC+EC;68;1000
80;1;T2;Introdução à Computação;CC;68;0001
81;2;T3;Teoria da Computação;CC+ES;68;0010
82;2;T3;Segurança de Sistemas;SI;102;0100
83;2;T5;Redes Avançadas;CC+ES;68;0001
84;2;T5;Algoritmos e Programação I;CC;102;0001
85;2;T2;Banco de Dados;SI+ES;68;0001
86;2;T6;Algoritmos e Programação I;CC;102;0001
87;2;T2;Empreendedorismo em TI;CC+EC;68;1000
88;2;T4;Teoria da Computação;CC+ES;68;0010
89;2;T3;Banco de Dados;SI+ES;68;0001
90;2;T4;Segurança de Sistemas;SI;102;0100
91;2;T4;Compiladores;CC;68;0100
92;2;T3;Introdução à Computação;CC;68;0001
93;2;T3;Engenharia de Software;CC+ES;102;1000
94;2;T3;Sistemas Operacionais;CC+EC;68;0100
95;2;T7;Algoritmos e Programação I;CC;102;0001
96;2;T4;Engenharia de Software;CC+ES;102;1000
97;2;T4;Banco de Dados;SI+ES;68;0001
98;2;T5;Engenharia de Software;CC+ES;102;1000
99;2;T6;Engenharia de Software;CC+ES;102;1000
100;2;T2;Inteligência Artificial Avançada;CC+ES;102;1000
101;2;T5;Compiladores;CC;68;0100
102;2;T7;Engenharia de Software;CC+ES;102;1000
103;2;T6;Redes Avançadas;CC+ES;68;0001
104;2;T5;Teoria da Computação;CC+ES;68;0010
105;2;T3;Inteligência Artificial Avançada;CC+ES;102;1000
106;2;T4;Sistemas Distribuídos;SI;102;0100
107;2;T6;Compiladores;CC;68;0100
108;2;T4;Introdução à Computação;CC;68;0001
109;2;T7;Compiladores;CC;68;0100
110;2;T4;Sistemas Operacionais;CC+EC;68;0100
111;2;T3;Redes de Computadores;CC+ES;68;0010
112;2;T4;Inteligência Artificial Avançada;CC+ES;102;1000
113;2;T5;Introdução à Computação;CC;68;0001
114;2;T5;Sistemas Distribuídos;SI;102;0100
115;2;T2;Bioinformática;CC+ES;68;0010
116;2;T3;Bioinformática;CC+ES;68;0010
117;2;T1;Interação Humano-Computador;CC+ES;68;0010
118;2;T4;Bioinformática;CC+ES;68;0010
119;2;T3;Desenvolvimento Web;CC+EC;68;1000
120;2;T6;Sistemas Distribuídos;SI;102;0100
121;2;T6;Teoria da Computação;CC+ES;68;0010
122;1;T1;Estruturas de Dados;CC+ES;68;0001
123;1;T5;Bioinformática;CC+ES;68;0010
124;1;T7;Sistemas Distribuídos;SI;102;0100
125;2;T5;Segurança de Sistemas;SI;102;0100
126;1;T2;Interação Humano-Computador;CC+ES;68;0010
127;1;T3;Empreendedorismo em TI;CC+EC;68;1000
128;2;T6;Introdução à Computação;CC;68;0001
129;2;T4;Empreendedorismo em TI;CC+EC;68;1000
130;1;T3;Computação Gráfica;CC+EC;68;0100
131;2;T4;Desenvolvimento Web;CC+EC;68;1000
132;2;T7;Introdução à Computação;CC;68;0001
133;1;T4;Redes de Computadores;CC+ES;68;0010
134;2;T8;Engenharia de Software;CC+ES;102;1000
135;1;T7;Redes Avançadas;CC+ES;68;0001
136;2;T6;Segurança de Sistemas;SI;102;0100
137;2;T6;Computação em Nuvem;CC+ES;68;1000
138;1;T4;Computação Gráfica;CC+EC;68;0100
139;2;T8;Algoritmos e Programação I;CC;102;0001
140;1;T9;Algoritmos e Programação I;CC;102;0001
141;2;T5;Desenvolvimento Web;CC+EC;68;1000
142;2;T6;Bioinformática;CC+ES;68;0010
143;1;T7;Teoria da Computação;CC+ES;68;0010
144;1;T5;Computação Gráfica;CC+EC;68;0100
145;2;T5;Redes de Computadores;CC+ES;68;0010
146;2;T10;Algoritmos e Programação I;CC;102;0001
147;2;T2;Estruturas de Dados;CC+ES;68;0001
148;1;T8;Compiladores;CC;68;0100
149;1;T8;Sistemas Distribuídos;SI;102;0100
150;1;T6;Computação Gráfica;CC+EC;68;0100

nome;CHmin1;CHmax1;CHmin2;CHmax2;preferencias;areas
Antonio Silva;80;260;70;250;23;0011;
4;3;
6;10;
8;8;
25;2;
43;9;
45;7;
55;3;
60;8;
61;3;
66;4;
68;10;
72;3;
75;3;
99;5;
100;3;
102;1;
103;4;
104;9;
112;2;
116;9;
117;7;
127;9;
141;10;
Maria Oliveira;50;230;40;220;24;0101;
3;7;
8;5;
19;4;
32;2;
33;2;
36;1;
43;10;
44;1;
52;3;
56;7;
60;5;
62;4;
71;6;
73;2;
84;5;
89;9;
94;8;
100;4;
108;2;
120;3;
125;9;
129;5;
146;9;
149;6;
Carlos Ferreira;50;210;45;200;30;1100;
11;2;
14;2;
20;2;
25;4;
30;5;
34;9;
36;2;
38;4;
39;6;
42;8;
45;10;
52;7;
56;2;
64;10;
71;7;
74;10;
91;1;
93;2;
101;9;
104;8;
106;4;
111;5;
114;5;
115;9;
116;8;
118;10;
120;3;
125;3;
136;6;
138;7;
Laura Mendes;80;250;75;240;28;1001;
3;7;
6;10;
12;4;
19;10;
20;4;
21;5;
25;7;
33;8;
35;1;
42;8;
49;10;
52;2;
55;7;
57;9;
73;9;
77;4;
78;4;
79;10;
80;3;
91;10;
93;5;
102;1;
114;6;
124;9;
126;8;
139;6;
145;10;
150;7;
André Santos;50;220;60;210;12;0010;
21;4;
22;2;
29;1;
35;8;
38;10;
50;8;
73;9;
81;6;
117;6;
118;8;
127;5;
143;6;
Ana Rodrigues;50;270;55;260;38;0111;
5;9;
7;8;
8;2;
10;9;
14;10;
21;8;
23;9;
24;4;
26;4;
29;9;
31;3;
37;9;
40;10;
56;10;
67;9;
70;10;
74;3;
77;9;
78;5;
85;9;
86;3;
90;7;
91;4;
95;2;
100;1;
104;2;
113;9;
117;10;
122;3;
127;2;
128;4;
130;4;
132;1;
134;7;
142;2;
143;1;
146;7;
150;2;
Pedro Almeida;50;290;65;280;31;1011;
4;3;
5;1;
9;2;
13;3;
19;8;
23;7;
25;5;
34;9;
35;7;
39;8;
47;1;
52;6;
53;9;
56;1;
57;3;
68;2;
75;9;
93;3;
97;10;
101;6;
105;9;
107;8;
114;5;
118;4;
124;9;
134;6;
141;5;
142;1;
143;6;
147;3;
150;2;
Fernanda Pereira;50;240;45;230;26;0101;
2;3;
20;8;
25;9;
31;8;
34;6;
35;9;
46;1;
49;1;
54;2;
55;8;
65;2;
75;1;
78;3;
79;3;
80;4;
83;7;
84;6;
85;9;
91;8;
92;6;
101;9;
106;6;
107;5;
108;3;
132;8;
138;7;
Ricardo Gomes;50;310;60;300;26;1010;
9;4;
13;10;
15;1;
16;7;
17;6;
20;4;
23;4;
25;4;
37;2;
53;9;
57;4;
58;5;
65;1;
69;7;
70;8;
75;10;
78;5;
88;10;
96;5;
111;10;
131;1;
133;4;
134;2;
138;3;
144;7;
145;7;
André Rodrigues;50;220;60;210;12;0010;
28;8;
29;1;
36;5;
56;3;
88;4;
116;6;
118;8;
131;8;
133;7;
134;4;
137;2;
145;2;
Antonio Gomes;80;260;70;250;24;0011;
5;6;
9;9;
27;4;
35;6;
45;3;
56;5;
60;7;
68;1;
78;1;
80;2;
81;7;
86;1;
89;4;
93;3;
96;7;
100;7;
105;7;
118;8;
119;5;
122;9;
123;6;
127;10;
133;10;
139;5;
Maria Souza;50;230;40;220;29;0101;
3;5;
16;8;
17;7;
19;10;
24;3;
36;7;
38;3;
53;2;
58;10;
65;5;
68;1;
73;5;
75;4;
76;2;
80;10;
83;1;
87;1;
93;6;
95;8;
100;7;
105;1;
106;7;
110;2;
113;7;
122;7;
131;1;
135;1;
140;4;
149;8;
Carlos Santos;50;210;45;200;30;1100;
12;6;
13;3;
18;4;
19;3;
20;7;
23;1;
24;10;
25;2;
28;7;
35;1;
36;4;
37;1;
38;9;
40;5;
53;5;
64;1;
72;10;
74;8;
81;1;
90;9;
91;1;
93;5;
100;4;
102;5;
104;8;
107;4;
116;7;
127;4;
136;5;
148;4;
Laura Ferreira;80;250;75;240;35;1001;
1;5;
6;9;
9;10;
20;7;
21;3;
23;2;
36;1;
37;10;
38;9;
40;2;
47;7;
48;1;
49;2;
55;9;
69;9;
79;3;
81;10;
85;4;
86;7;
91;3;
99;3;
104;7;
107;5;
108;5;
110;3;
115;3;
125;2;
129;8;
132;2;
134;2;
135;2;
138;6;
139;10;
144;1;
146;3;
André Mendes;50;220;60;210;15;0010;
27;5;
35;5;
39;10;
50;3;
57;4;
60;5;
66;5;
72;5;
75;1;
96;6;
100;2;
102;6;
112;6;
123;1;
142;8;
Ana Lima;50;270;55;260;38;0111;
4;8;
5;8;
9;5;
11;6;
12;10;
13;10;
28;7;
34;2;
42;2;
56;1;
59;4;
63;9;
64;8;
68;6;
78;8;
79;2;
80;7;
83;9;
84;7;
93;8;
95;2;
98;9;
99;10;
102;6;
110;3;
112;9;
115;2;
117;7;
121;7;
124;2;
127;5;
128;7;
135;9;
138;1;
141;4;
144;8;
145;10;
149;10;
