94;30;20;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Cálculo 1;Cálculo 1;58;1
2;1;T1;Cálculo 2;Cálculo 2;60;1
3;1;T1;Cálculo 3;Cálculo 3;61;1
4;1;T1;Cálculo 4;Cálculo 4;26;1
5;1;T1;Física 1;Física 1;5;10
6;1;T1;Física 2;Física 2;9;10
7;1;T1;Física 3;Física 3;91;10
8;1;T1;Física 4;Física 4;46;10
9;1;T1;Física 5;Física 5;57;10
10;1;T1;Física 6;Física 6;86;10
11;1;T1;Programação 1;Programação 1;65;100
12;1;T1;Programação 2;Programação 2;69;100
13;1;T1;Programação 3;Programação 3;44;100
14;1;T1;Programação 4;Programação 4;16;100
15;1;T1;Algoritmos 1;Algoritmos 1;54;1000
16;1;T1;Algoritmos 2;Algoritmos 2;39;1000
17;1;T1;Algoritmos 3;Algoritmos 3;42;1000
18;1;T1;Algoritmos 4;Algoritmos 4;90;1000
19;1;T1;Algoritmos 5;Algoritmos 5;29;1000
20;1;T1;Estruturas de Dados 1;Estruturas de Dados 1;4;10000
21;1;T1;Estruturas de Dados 2;Estruturas de Dados 2;89;10000
22;1;T1;Banco de Dados 1;Banco de Dados 1;50;100000
23;1;T1;Banco de Dados 2;Banco de Dados 2;27;100000
24;1;T1;Banco de Dados 3;Banco de Dados 3;50;100000
25;1;T1;Redes de Computadores 1;Redes de Computadores 1;74;1000000
26;1;T1;Sistemas Operacionais 1;Sistemas Operacionais 1;50;10000000
27;1;T1;Sistemas Operacionais 2;Sistemas Operacionais 2;41;10000000
28;1;T1;Engenharia de Software 1;Engenharia de Software 1;68;100000000
29;1;T1;Inteligência Artificial 1;Inteligência Artificial 1;97;1000000000
30;1;T1;Inteligência Artificial 2;Inteligência Artificial 2;74;1000000000
31;1;T1;Inteligência Artificial 3;Inteligência Artificial 3;88;1000000000
32;1;T1;Inteligência Artificial 4;Inteligência Artificial 4;3;1000000000
33;1;T1;Inteligência Artificial 5;Inteligência Artificial 5;75;1000000000
34;1;T1;Inteligência Artificial 6;Inteligência Artificial 6;28;1000000000
35;1;T1;Matemática Discreta 1;Matemática Discreta 1;42;10000000000
36;1;T1;Matemática Discreta 2;Matemática Discreta 2;70;10000000000
37;1;T1;Matemática Discreta 3;Matemática Discreta 3;7;10000000000
38;1;T1;Matemática Discreta 4;Matemática Discreta 4;90;10000000000
39;1;T1;Matemática Discreta 5;Matemática Discreta 5;54;10000000000
40;1;T1;Matemática Discreta 6;Matemática Discreta 6;69;10000000000
41;1;T1;Probabilidade e Estatística 1;Probabilidade e Estatística 1;62;100000000000
42;1;T1;Probabilidade e Estatística 2;Probabilidade e Estatística 2;72;100000000000
43;1;T1;Probabilidade e Estatística 3;Probabilidade e Estatística 3;59;100000000000
44;1;T1;Probabilidade e Estatística 4;Probabilidade e Estatística 4;87;100000000000
45;1;T1;Probabilidade e Estatística 5;Probabilidade e Estatística 5;0;100000000000
46;1;T1;Probabilidade e Estatística 6;Probabilidade e Estatística 6;96;100000000000
47;1;T1;Probabilidade e Estatística 7;Probabilidade e Estatística 7;26;100000000000
48;1;T1;Teoria da Computação 1;Teoria da Computação 1;77;1000000000000
49;1;T1;Teoria da Computação 2;Teoria da Computação 2;80;1000000000000
50;1;T1;Compiladores 1;Compiladores 1;44;10000000000000
51;1;T1;Compiladores 2;Compiladores 2;30;10000000000000
52;1;T1;Compiladores 3;Compiladores 3;66;10000000000000
53;1;T1;Compiladores 4;Compiladores 4;54;10000000000000
54;1;T1;Compiladores 5;Compiladores 5;43;10000000000000
55;1;T1;Compiladores 6;Compiladores 6;19;10000000000000
56;1;T1;Compiladores 7;Compiladores 7;99;10000000000000
57;1;T1;Arquitetura de Computadores 1;Arquitetura de Computadores 1;65;100000000000000
58;1;T1;Arquitetura de Computadores 2;Arquitetura de Computadores 2;56;100000000000000
59;1;T1;Arquitetura de Computadores 3;Arquitetura de Computadores 3;49;100000000000000
60;1;T1;Arquitetura de Computadores 4;Arquitetura de Computadores 4;57;100000000000000
61;1;T1;Arquitetura de Computadores 5;Arquitetura de Computadores 5;84;100000000000000
62;1;T1;Arquitetura de Computadores 6;Arquitetura de Computadores 6;60;100000000000000
63;1;T1;Arquitetura de Computadores 7;Arquitetura de Computadores 7;85;100000000000000
64;1;T1;Arquitetura de Computadores 8;Arquitetura de Computadores 8;10;100000000000000
65;1;T1;Arquitetura de Computadores 9;Arquitetura de Computadores 9;41;100000000000000
66;1;T1;Segurança da Informação 1;Segurança da Informação 1;81;1000000000000000
67;1;T1;Computação Gráfica 1;Computação Gráfica 1;41;10000000000000000
68;1;T1;Computação Gráfica 2;Computação Gráfica 2;6;10000000000000000
69;1;T1;Computação Gráfica 3;Computação Gráfica 3;34;10000000000000000
70;1;T1;Computação Gráfica 4;Computação Gráfica 4;9;10000000000000000
71;1;T1;Computação Gráfica 5;Computação Gráfica 5;57;10000000000000000
72;1;T1;Computação Gráfica 6;Computação Gráfica 6;38;10000000000000000
73;1;T1;Computação Gráfica 7;Computação Gráfica 7;87;10000000000000000
74;1;T1;Computação Gráfica 8;Computação Gráfica 8;49;10000000000000000
75;1;T1;Computação Gráfica 9;Computação Gráfica 9;55;10000000000000000
76;1;T1;Computação Gráfica 10;Computação Gráfica 10;20;10000000000000000
77;1;T1;Interação Humano-Computador 1;Interação Humano-Computador 1;6;100000000000000000
